Sorghum bicolor	Brachypodium distachyon	Oryza sativa	Panicum virgatum	Setaria italica	Zea mays	
Sobic.001G000100	Bradi2g42460		Pavir.4KG278600, Pavir.4KG276600	Seita.9G000900	GRMZM2G007948
Sobic.004G059000	Bradi3g05520	LOC_Os02g07790, LOC_Os06g45300	Pavir.1KG076600, Pavir.1NG068700	Seita.1G069200	
Sobic.004G059100	Bradi3g05530	LOC_Os02g07800	Pavir.1NG068800, Pavir.1NG069400	Seita.1G069100	GRMZM2G334722
Sobic.004G059200	Bradi3g05540	LOC_Os02g07810	Pavir.J755200, Pavir.J081400	Seita.1G069000	GRMZM2G353659, GRMZM2G447989
Sobic.004G059300			Pavir.8KG108100		
Sobic.004G059400	Bradi2g45180	LOC_Os05g28010, LOC_Os01g46020	Pavir.5NG058700, Pavir.5KG364100, Pavir.5KG442700	Seita.5G244600	GRMZM2G029038, GRMZM2G454830, GRMZM2G147614
Sobic.004G059600	Bradi3g05560	LOC_Os02g07820	Pavir.1KG076900, Pavir.1NG069200	Seita.1G068800	GRMZM2G022181
Sobic.004G059800	Bradi3g05570	LOC_Os02g07830	Pavir.1KG077000	Seita.1G068700	
Sobic.004G059900	Bradi3g05577	LOC_Os02g07840, LOC_Os02g16680	Pavir.1KG077100, Pavir.1NG069600	Seita.1G068600	GRMZM2G098904
Sobic.004G060000	Bradi3g05583	LOC_Os02g07850	Pavir.1NG069700	Seita.1G068500	GRMZM2G339909
Sobic.004G060100	Bradi3g05590, Bradi1g31690	LOC_Os06g45120, LOC_Os02g07870	Pavir.1NG069800	Seita.1G068300	GRMZM2G421857, GRMZM2G128877
Sobic.004G060300	Bradi3g05600	LOC_Os02g07880	Pavir.1NG072400, Pavir.1NG070000	Seita.1G068200	GRMZM2G138505, GRMZM2G124151
Sobic.004G060400	Bradi3g05611	LOC_Os02g07900	Pavir.1NG070100, Pavir.1NG072500	Seita.1G068000	GRMZM2G138516
Sobic.004G060500	Bradi3g05620	LOC_Os02g07910	Pavir.1NG072600, Pavir.1NG070200	Seita.2G415200, Seita.1G067800	GRMZM2G138527
Sobic.004G060600	Bradi3g05640	LOC_Os02g07920	Pavir.1NG072700, Pavir.1NG070500	Seita.1G067700	GRMZM2G124254, GRMZM2G086032
Sobic.004G060700	Bradi4g37856, Bradi4g37862	LOC_Os07g30600, LOC_Os04g28620, LOC_Os04g28520	Pavir.2NG473500, Pavir.2NG459800	Seita.2G309400, Seita.2G306800	
Sobic.004G060766		LOC_Os04g28690, LOC_Os04g28600		Seita.2G306700	
Sobic.004G060832	Bradi3g05660	LOC_Os02g07930	Pavir.1NG070700	Seita.1G067400	GRMZM2G421946, GRMZM2G146614
Sobic.004G060900	Bradi3g05670	LOC_Os02g07960	Pavir.1KG077200	Seita.1G067300	GRMZM2G335638
Sobic.004G061100					
Sobic.004G061200	Bradi3g05690	LOC_Os02g07980	Pavir.1NG071100, Pavir.1KG079000, Pavir.1KG077600	Seita.1G067200	
Sobic.004G061300	Bradi3g05693	LOC_Os02g08000	Pavir.1KG079300, Pavir.1KG077800, Pavir.1NG071200	Seita.1G067100	GRMZM2G536238
Sobic.004G061400	Bradi3g05697	LOC_Os02g08010	Pavir.1NG071300	Seita.1G067000	GRMZM5G893864
Sobic.004G061500					
Sobic.004G061600	Bradi3g05703	LOC_Os06g44870	Pavir.1KG078000, Pavir.1KG079800	Seita.1G066900	AC195957.3_FGP003
Sobic.004G061701	Bradi1g25142		Pavir.9NG585100, Pavir.4KG154300, Pavir.7KG100900, Pavir.1KG100600, Pavir.3KG240900, Pavir.3KG379200, Pavir.3KG486000, Pavir.3NG142800, Pavir.1KG355500, Pavir.5NG117400, Pavir.9NG697000	Seita.9G272500	
Sobic.004G061800	Bradi3g51000, Bradi3g15000	LOC_Os10g10434	Pavir.1NG071600	Seita.1G066600, Seita.1G066700	GRMZM2G136599
Sobic.004G061900	Bradi2g36230	LOC_Os05g18770	Pavir.1KG080000, Pavir.1KG078100, Pavir.1NG071700	Seita.1G066500	GRMZM2G109818
Sobic.004G062000	Bradi3g05710	LOC_Os02g08030	Pavir.1NG071800, Pavir.1KG078300, Pavir.1KG080200	Seita.1G066400	GRMZM2G119578
Sobic.004G062100	Bradi3g05720	LOC_Os02g08070	Pavir.1NG071900, Pavir.1KG080400, Pavir.1KG078500	Seita.1G066300	GRMZM2G168229, GRMZM2G111136
Sobic.004G062200			Pavir.1KG078700, Pavir.1NG072200	Seita.1G066100	GRMZM2G417525
Sobic.004G062300	Bradi3g05730		Pavir.6NG223800, Pavir.6KG153900	Seita.1G066000	AC184130.4_FGP005, GRMZM2G134528
Sobic.004G062400	Bradi3g05740, Bradi1g31330	LOC_Os11g43620, LOC_Os02g08090	Pavir.6NG223900, Pavir.6KG154000, Pavir.5KG186000, Pavir.5NG167600	Seita.1G065900, Seita.1G067900	GRMZM2G168252, GRMZM2G058252
Sobic.004G062500	Bradi3g05750	LOC_Os02g08100	Pavir.6NG224100	Seita.1G065800	GRMZM2G075333
Sobic.004G062600	Bradi1g08649	LOC_Os07g06730	Pavir.1KG081700, Pavir.1NG097800, Pavir.1NG075300, Pavir.2KG332000		
Sobic.004G062800					
Sobic.004G062900				Seita.2G063100	
Sobic.004G063000	Bradi3g05755	LOC_Os02g08110	Pavir.1NG072900, Pavir.1KG080500	Seita.1G065700	GRMZM2G150864
Sobic.004G063100	Bradi3g05760	LOC_Os02g08120		Seita.1G065600	GRMZM2G451882, GRMZM2G018837
Sobic.004G063200	Bradi3g05800	LOC_Os02g08150	Pavir.1KG080800, Pavir.1NG073400	Seita.1G065300	GRMZM2G148772
Sobic.004G063300	Bradi3g59847	LOC_Os10g26560	Pavir.2KG495900, Pavir.J428300, Pavir.9KG167800, Pavir.J428200	Seita.9G258800	AC210848.3_FGP004
Sobic.004G063400			Pavir.1NG073600, Pavir.1KG080900	Seita.1G065200	GRMZM2G449257
Sobic.004G063500	Bradi1g31180	LOC_Os03g31340	Pavir.1KG081000	Seita.1G064900	GRMZM2G431703
Sobic.004G063600	Bradi3g05830	LOC_Os02g08190	Pavir.1KG081100	Seita.1G064800	GRMZM2G363474, GRMZM2G131638
Sobic.004G063750	Bradi3g05840	LOC_Os02g08200	Pavir.1KG081200	Seita.1G064700	GRMZM2G363520, GRMZM2G420012
Sobic.004G063900	Bradi1g31161	LOC_Os02g08220	Pavir.1NG074700, Pavir.1KG081400	Seita.1G064600	GRMZM6G998221
Sobic.004G064000	Bradi3g05880	LOC_Os02g08230	Pavir.1KG081500, Pavir.1NG074800	Seita.1G064400	GRMZM2G083526
Sobic.004G064100	Bradi3g19515	LOC_Os08g16940	Pavir.6KG151000, Pavir.6NG177600	Seita.6G100600	GRMZM2G417402
Sobic.004G064200	Bradi3g05890	LOC_Os02g08240	Pavir.1NG075100, Pavir.1KG081800	Seita.1G064300	GRMZM2G062683
Sobic.004G064300	Bradi3g05900	LOC_Os02g08260	Pavir.1NG075000	Seita.1G064200	GRMZM2G081144
Sobic.004G064400	Bradi3g05910	LOC_Os02g08270		Seita.1G064100	
Sobic.004G064500	Bradi3g05910	LOC_Os02g08270	Pavir.1NG075700, Pavir.1NG075600	Seita.1G063900, Seita.1G064000	GRMZM2G062716
Sobic.004G064600	Bradi3g05920	LOC_Os02g08300	Pavir.1KG083000, Pavir.1NG075800	Seita.1G063800	GRMZM2G143462
Sobic.004G064700	Bradi3g05930	LOC_Os02g08310	Pavir.1KG083100	Seita.1G063700	GRMZM2G472945
Sobic.004G064800	Bradi3g05940	LOC_Os02g08320	Pavir.1KG083200, Pavir.1NG076100	Seita.1G063600	GRMZM2G363982
Sobic.004G064900	Bradi3g05960	LOC_Os02g08330	Pavir.1NG076300, Pavir.1KG083400	Seita.1G063500	GRMZM2G143457
Sobic.004G065000	Bradi3g05970	LOC_Os02g08350	Pavir.1NG076400, Pavir.1KG083500	Seita.1G063400	GRMZM2G143445, GRMZM2G119571
Sobic.004G065100	Bradi3g31900, Bradi3g05977	LOC_Os02g08360	Pavir.1NG300100	Seita.1G063300	GRMZM2G174785
Sobic.004G065200	Bradi3g05990	LOC_Os02g08364	Pavir.1NG077000, Pavir.1KG085600	Seita.1G063200	
Sobic.004G065300	Bradi3g06010	LOC_Os02g08380	Pavir.1NG077400, Pavir.1KG086000	Seita.1G062700	GRMZM2G150190, GRMZM2G059363
Sobic.004G065400	Bradi3g06020	LOC_Os06g44100	Pavir.1NG077700	Seita.1G062600	GRMZM2G479325
Sobic.004G065500	Bradi3g06050	LOC_Os02g08410	Pavir.1KG086400, Pavir.1NG077800	Seita.1G062500	GRMZM2G179454
Sobic.004G065600	Bradi3g06060	LOC_Os02g08420	Pavir.1NG078300, Pavir.1KG086600, Pavir.1NG077900, Pavir.1KG086900, Pavir.7KG206800, Pavir.7NG230400	Seita.1G062400	GRMZM2G057328
Sobic.004G065650					
Sobic.004G065700					GRMZM2G551565
Sobic.004G065800					
Sobic.004G065850					
Sobic.004G065900	Bradi3g06070	LOC_Os02g08440	Pavir.1KG087300, Pavir.1NG078900	Seita.1G062100	GRMZM2G120320
Sobic.004G065950					
Sobic.004G066000	Bradi3g06076	LOC_Os02g08470	Pavir.1KG088800, Pavir.1KG087600, Pavir.1NG079000	Seita.1G062000	GRMZM2G075845
Sobic.004G066100		LOC_Os03g44980	Pavir.8KG377300	Seita.8G223300	
Sobic.004G066200	Bradi3g06080	LOC_Os02g08480	Pavir.1KG087700, Pavir.1KG088900, Pavir.3NG071100, Pavir.3KG056300	Seita.7G280100, Seita.1G061900	GRMZM2G037185
Sobic.004G066300	Bradi3g10760	LOC_Os02g22070	Pavir.1KG141000	Seita.1G129500	GRMZM2G070015
Sobic.004G066401			Pavir.4KG386700	Seita.5G077500	
Sobic.004G066500	Bradi3g06107	LOC_Os02g08490	Pavir.1NG079200, Pavir.1KG089100, Pavir.1KG087900	Seita.1G061300	GRMZM2G060561
Sobic.004G066600	Bradi3g06120	LOC_Os02g08500	Pavir.1NG079300, Pavir.1KG089500, Pavir.1KG088000	Seita.1G061200	GRMZM2G060485
Sobic.004G066700	Bradi3g06130	LOC_Os02g08510	Pavir.1NG079700, Pavir.1KG088200, Pavir.1KG089700	Seita.1G061000	GRMZM2G417574
Sobic.004G066800	Bradi3g06140, Bradi1g30440	LOC_Os02g08520	Pavir.1NG079800, Pavir.1KG088300, Pavir.1KG089800	Seita.1G060900	GRMZM2G117544
Sobic.004G066900	Bradi3g06150	LOC_Os02g08530	Pavir.1KG090000, Pavir.1KG088400, Pavir.1NG079900	Seita.1G060800	GRMZM2G037308
Sobic.004G067000	Bradi3g06160	LOC_Os02g08540	Pavir.1KG090300, Pavir.1NG080200	Seita.1G060700	GRMZM2G057057
Sobic.004G067050					
Sobic.004G067100	Bradi3g06170	LOC_Os02g08544	Pavir.1NG080400, Pavir.1KG090400	Seita.1G060600	GRMZM2G433591, GRMZM2G370332
Sobic.004G067200	Bradi3g06175	LOC_Os02g09050	Pavir.1KG083600, Pavir.1KG090500, Pavir.1NG080500	Seita.1G060500	GRMZM2G070873, GRMZM2G433598
Sobic.004G067300			Pavir.9NG855100		
Sobic.004G067400	Bradi1g69090	LOC_Os03g12720	Pavir.9NG855000	Seita.6G215200, Seita.9G480600	GRMZM2G015200
Sobic.004G067500	Bradi3g11450	LOC_Os02g20870	Pavir.1NG163300, Pavir.1KG222100	Seita.1G141400	AC184130.4_FGP012, GRMZM2G133746
Sobic.004G067600	Bradi3g06175	LOC_Os02g09050	Pavir.7NG360000, Pavir.1NG080600		
Sobic.004G067700	Bradi3g06180	LOC_Os02g09060	Pavir.1KG083700, Pavir.1NG080700	Seita.1G059400	GRMZM2G041561
Sobic.004G067800	Bradi3g06190	LOC_Os02g09070	Pavir.1KG083800, Pavir.1NG080900	Seita.1G059500	GRMZM2G070295
Sobic.004G067850					
Sobic.004G067900	Bradi3g06197	LOC_Os02g09080	Pavir.1KG085100, Pavir.1NG081000	Seita.1G059600	GRMZM2G109805
Sobic.004G068000		LOC_Os02g09090	Pavir.1KG085300, Pavir.1NG081100	Seita.1G059700	GRMZM2G409927
Sobic.004G068100	Bradi3g06210	LOC_Os02g09130	Pavir.1KG085400	Seita.1G059800	
Sobic.004G068200		LOC_Os02g09140		Seita.1G059900	GRMZM2G069316, GRMZM2G104456
Sobic.004G068300	Bradi1g30550	LOC_Os02g09150	Pavir.1NG081300, Pavir.1KG085500	Seita.1G060000	GRMZM2G069095, GRMZM2G104419
Sobic.004G068350					
Sobic.004G068400	Bradi3g06217	LOC_Os02g09170	Pavir.1NG081500, Pavir.1KG090700	Seita.1G060200	GRMZM2G462613
Sobic.004G068500	Bradi3g06250	LOC_Os02g09180	Pavir.1KG091000, Pavir.1NG081600	Seita.1G060300	GRMZM2G462639
Sobic.004G068600	Bradi3g06240	LOC_Os02g09200	Pavir.5NG061900, Pavir.5KG061600, Pavir.1KG091500, Pavir.1KG091100, Pavir.1NG081700	Seita.5G086000, Seita.5G128300, Seita.1G059300	GRMZM2G148052
Sobic.004G068700	Bradi3g06240	LOC_Os02g09320, LOC_Os02g09220, LOC_Os02g09240, LOC_Os02g09250, LOC_Os02g09290, LOC_Os02g09310, LOC_Os02g38940	Pavir.1KG091300	Seita.1G059200	GRMZM2G012865
Sobic.004G068750					
Sobic.004G068800	Bradi3g06240	LOC_Os02g09320, LOC_Os02g09220, LOC_Os02g09240, LOC_Os02g09250, LOC_Os02g09290, LOC_Os02g09310, LOC_Os02g38940	Pavir.1KG091300	Seita.1G059200	GRMZM2G012865
Sobic.004G068900	Bradi3g06240	LOC_Os02g09320, LOC_Os02g09220, LOC_Os02g09240, LOC_Os02g09250, LOC_Os02g09290, LOC_Os02g09310, LOC_Os02g38940	Pavir.6KG153700		
Sobic.004G069000	Bradi3g06260	LOC_Os02g09340	Pavir.1KG091800, Pavir.1NG082100	Seita.1G058900	GRMZM2G104357
Sobic.004G069100	Bradi3g06271	LOC_Os02g08160	Pavir.1KG092000, Pavir.J285400	Seita.1G058800	
Sobic.004G069200	Bradi3g06290	LOC_Os02g09359	Pavir.1KG092100, Pavir.1NG082300	Seita.1G058700	GRMZM2G118939
Sobic.004G069300					
Sobic.004G069400	Bradi1g45338, Bradi1g45330	LOC_Os06g12040		Seita.4G095400	GRMZM2G395850, GRMZM2G119921
Sobic.004G069500	Bradi3g06280	LOC_Os02g09380	Pavir.1KG092200, Pavir.1NG082500	Seita.1G058600	GRMZM2G125345, AC211269.3_FGP002, GRMZM2G119890
Sobic.004G069600					
Sobic.004G069700	Bradi3g06340	LOC_Os02g09410	Pavir.1KG092400, Pavir.1NG082900	Seita.1G058400	GRMZM2G401463
Sobic.004G069850	Bradi3g06350, Bradi3g06380	LOC_Os02g09420			GRMZM2G132358, GRMZM2G073059
Sobic.004G070000		LOC_Os06g43180	Pavir.1KG092800	Seita.1G058200	
Sobic.004G070100	Bradi3g06390	LOC_Os02g09430	Pavir.1NG083100	Seita.1G058100	GRMZM2G018962, GRMZM2G000976
Sobic.004G070150					
Sobic.004G070200	Bradi3g45230	LOC_Os02g33610	Pavir.1KG323800	Seita.1G185600	GRMZM2G134439
Sobic.004G070300					
Sobic.004G070400	Bradi3g45230	LOC_Os02g33610	Pavir.1KG323800	Seita.1G185600	GRMZM2G326783
Sobic.004G070500	Bradi3g06397	LOC_Os02g09440	Pavir.1NG083200, Pavir.1KG093000	Seita.1G058000	
Sobic.004G070600	Bradi3g06402	LOC_Os02g09450	Pavir.1NG083300, Pavir.1KG093100	Seita.1G061800, Seita.1G057700	GRMZM2G103382, GRMZM2G038001
Sobic.004G070700		LOC_Os02g09460	Pavir.1KG093200, Pavir.1NG083400	Seita.1G057600	
Sobic.004G070800	Bradi3g06460	LOC_Os02g09470	Pavir.1NG083500, Pavir.1KG093300	Seita.1G057500	GRMZM2G008859, GRMZM2G145500
Sobic.004G070900	Bradi3g06472	LOC_Os02g09480	Pavir.1KG093500		GRMZM2G145444
Sobic.004G071000	Bradi3g06480	LOC_Os02g09490	Pavir.1NG083600, Pavir.1KG093600	Seita.1G057300	GRMZM5G844562
Sobic.004G071050					
Sobic.004G071100					
Sobic.004G071200	Bradi3g06487	LOC_Os02g09510	Pavir.J193000, Pavir.1KG093700, Pavir.1KG094000	Seita.1G057100	GRMZM2G417945, GRMZM2G304712
Sobic.004G071300					
Sobic.004G071401					
Sobic.004G071500		LOC_Os02g27400	Pavir.1KG011400, Pavir.1NG009200	Seita.1G228600	
Sobic.004G071600					
Sobic.004G071650				Seita.1G057000	GRMZM2G377562
Sobic.004G071700	Bradi3g06500	LOC_Os02g09530	Pavir.1KG094100, Pavir.1NG084400	Seita.1G056900	GRMZM2G377553
Sobic.004G071750					
Sobic.004G071800					
Sobic.004G071850					
Sobic.004G071900	Bradi3g06510	LOC_Os02g09540	Pavir.1NG084800, Pavir.1KG094300	Seita.1G056800	GRMZM2G570768
Sobic.004G072000	Bradi3g06530	LOC_Os02g09590	Pavir.1NG084900, Pavir.1KG094400	Seita.1G056700	GRMZM2G076263, GRMZM2G145962
Sobic.004G072100	Bradi4g16820	LOC_Os11g34310	Pavir.2NG411600, Pavir.J174900, Pavir.2NG408800	Seita.8G145000	GRMZM2G064475, GRMZM2G455945
Sobic.004G072200	Bradi3g06540	LOC_Os02g49640, LOC_Os02g09600	Pavir.1NG085300, Pavir.1KG094900	Seita.1G056500	GRMZM2G145996
Sobic.004G072201					
Sobic.004G072300			Pavir.1KG094600, Pavir.1NG085000	Seita.1G056600	AC207560.3_FGP004
Sobic.004G072400		LOC_Os02g09610	Pavir.1KG095100, Pavir.1NG085700	Seita.1G056300	GRMZM2G137507
Sobic.004G072600			Pavir.1KG094600, Pavir.1NG085000	Seita.1G056600	AC207560.3_FGP004
Sobic.004G072800	Bradi3g06540	LOC_Os02g49640, LOC_Os02g09600	Pavir.1NG085300, Pavir.1KG094900	Seita.1G056500	GRMZM2G071626
Sobic.004G072900	Bradi3g06550	LOC_Os02g09620	Pavir.1KG096000, Pavir.1NG085900	Seita.1G056200	GRMZM2G103937
Sobic.004G072950					
Sobic.004G073000	Bradi3g06556	LOC_Os02g09630	Pavir.1NG086000, Pavir.1KG096400	Seita.1G056000	GRMZM2G086587
Sobic.004G073100	Bradi3g06562	LOC_Os02g09650	Pavir.1NG086200, Pavir.1KG096500	Seita.1G055900	GRMZM2G146028, GRMZM2G079653
Sobic.004G073166					
Sobic.004G073232					
Sobic.004G073300					
Sobic.004G073400			Pavir.2NG571100	Seita.2G374400	
Sobic.004G073500			Pavir.1KG096900	Seita.1G055700	
Sobic.004G073600	Bradi3g06577	LOC_Os02g09720	Pavir.1NG086600	Seita.1G055500	
Sobic.004G073700					
Sobic.004G073800	Bradi3g06590	LOC_Os02g09740	Pavir.1KG097300, Pavir.1NG246200	Seita.1G055300	GRMZM2G103070
Sobic.004G074000	Bradi3g06597	LOC_Os02g09750	Pavir.1KG097400	Seita.1G055200	GRMZM5G849107
Sobic.004G074100	Bradi3g06610	LOC_Os02g09760	Pavir.1NG086700, Pavir.1KG097500	Seita.1G055100	GRMZM2G065781
Sobic.004G074200	Bradi3g06620	LOC_Os02g09770	Pavir.1KG097700, Pavir.1NG086900	Seita.1G055000	GRMZM2G112429
Sobic.004G074300	Bradi3g06630	LOC_Os02g09780	Pavir.1NG087000, Pavir.1KG097800	Seita.1G054900	GRMZM2G139650
Sobic.004G074400		LOC_Os02g09790	Pavir.1KG097900		
Sobic.004G074500	Bradi3g06640	LOC_Os02g09810	Pavir.1NG087100	Seita.1G054800	GRMZM2G332562
Sobic.004G074600	Bradi3g06660	LOC_Os02g09820	Pavir.1NG087200	Seita.1G054700	GRMZM2G336761
Sobic.004G074700		LOC_Os02g09830	Pavir.1KG098200, Pavir.1NG087300	Seita.1G054600	GRMZM2G080111
Sobic.004G074900	Bradi3g06680	LOC_Os02g09840	Pavir.1NG087500	Seita.1G054500	GRMZM2G040094, GRMZM2G080083
Sobic.004G075000	Bradi3g06687	LOC_Os02g09850	Pavir.1NG084200, Pavir.1KG098400	Seita.1G054400	GRMZM2G175425
Sobic.004G075100	Bradi3g06695		Pavir.2KG076800, Pavir.1NG057000	Seita.1G054300	AC197355.3_FGP001
Sobic.004G075200	Bradi3g06700	LOC_Os02g09890	Pavir.2KG076900, Pavir.1NG056800, Pavir.J447900	Seita.1G054200	GRMZM2G040320
Sobic.004G075250					
Sobic.004G075301					
Sobic.004G075351					
Sobic.004G075400					
Sobic.004G075550			Pavir.9NG810100, Pavir.9NG788600		
Sobic.004G075700	Bradi3g06717	LOC_Os02g09920	Pavir.1KG098700, Pavir.1NG056600	Seita.1G054100	GRMZM2G385338
Sobic.004G075800	Bradi3g20070	LOC_Os08g20570	Pavir.6NG213000	Seita.8G106000	GRMZM2G344163
Sobic.004G075900	Bradi3g06740	LOC_Os02g09930	Pavir.1NG056300	Seita.1G054000	GRMZM2G105631
Sobic.004G076000	Bradi3g06750	LOC_Os02g09940	Pavir.1NG056200, Pavir.J236800	Seita.1G053900	
Sobic.004G076100			Pavir.1NG056000	Seita.1G053800	GRMZM2G026151
Sobic.004G076300					
Sobic.004G076400			Pavir.1KG099400, Pavir.1NG055600, Pavir.1KG099200, Pavir.1NG055500	Seita.1G053000, Seita.1G052800, Seita.1G053200	GRMZM2G323553
Sobic.004G076600			Pavir.1KG099400, Pavir.1NG055600, Pavir.1KG099200, Pavir.1NG055500	Seita.1G053000, Seita.1G052800, Seita.1G053200	GRMZM2G323553
Sobic.004G076666			Pavir.1KG099400, Pavir.1NG055600, Pavir.1KG099200, Pavir.1NG055500	Seita.1G053000, Seita.1G052800, Seita.1G053200	GRMZM2G323553
Sobic.004G076732					
Sobic.004G076800	Bradi3g06800, Bradi3g06790	LOC_Os02g09990, LOC_Os02g09980	Pavir.1NG055700, Pavir.1KG099100, Pavir.1KG095600, Pavir.1NG055800	Seita.1G053300, Seita.1G053500	GRMZM2G082504
Sobic.004G076850					
Sobic.004G076900					GRMZM2G418982
Sobic.004G077000	Bradi3g06830	LOC_Os02g10010	Pavir.5KG305000, Pavir.1KG130200	Seita.1G052700	GRMZM2G326545
Sobic.004G077100	Bradi3g06840	LOC_Os02g10020	Pavir.1NG055300, Pavir.1KG099600	Seita.1G052600	GRMZM2G009913
Sobic.004G077200	Bradi3g06843	LOC_Os02g10030	Pavir.1NG055200, Pavir.1KG099700	Seita.1G052500	GRMZM2G105892, GRMZM2G309759
Sobic.004G077300	Bradi3g06847	LOC_Os06g41780	Pavir.1KG099800, Pavir.1NG055100	Seita.1G052400	GRMZM2G365185
Sobic.004G077400	Bradi3g06860	LOC_Os02g10050	Pavir.1KG100000, Pavir.1NG055000	Seita.1G052100	GRMZM2G090480
Sobic.004G077500			Pavir.1NG054900	Seita.1G052000	
Sobic.004G077600	Bradi3g06870	LOC_Os02g10060	Pavir.1KG100300	Seita.1G051900	GRMZM2G064328
Sobic.004G077700					
Sobic.004G077800	Bradi1g15810	LOC_Os03g18410	Pavir.2NG275700	Seita.2G114800, Seita.5G115300	GRMZM2G025356
Sobic.004G077900	Bradi3g06880, Bradi1g35840	LOC_Os06g41590	Pavir.1NG054700, Pavir.1KG101000	Seita.1G051800	GRMZM2G064268
Sobic.004G078000	Bradi3g06930	LOC_Os11g33240, LOC_Os02g10070	Pavir.1KG101300, Pavir.1NG087700	Seita.1G051300	GRMZM2G064023, GRMZM2G063851
Sobic.004G078100	Bradi3g06940	LOC_Os02g10080		Seita.1G051200	
Sobic.004G078200					
Sobic.004G078300	Bradi3g06970	LOC_Os02g10090	Pavir.1KG113700, Pavir.1KG101400, Pavir.1NG087900	Seita.1G051100	GRMZM2G056867, GRMZM2G003225
Sobic.004G078400	Bradi3g06980	LOC_Os02g10100	Pavir.1KG101600, Pavir.1NG088200		GRMZM2G306771
Sobic.004G078500	Bradi3g06990	LOC_Os02g10110	Pavir.1KG101700, Pavir.1NG088300	Seita.1G050800	GRMZM2G454306
Sobic.004G078600	Bradi3g07010, Bradi3g07000	LOC_Os02g10120	Pavir.1KG101800, Pavir.1NG088400	Seita.1G050700	GRMZM2G015419, GRMZM2G009479
Sobic.004G078700	Bradi3g07020	LOC_Os02g10130	Pavir.1KG102000	Seita.1G050600	GRMZM2G145376, GRMZM2G417658
Sobic.004G078750					
Sobic.004G078800	Bradi3g07031	LOC_Os02g10140	Pavir.1NG088700, Pavir.1NG090100, Pavir.3KG006400	Seita.1G050400	GRMZM2G029979
Sobic.004G078900	Bradi3g07040	LOC_Os02g10160	Pavir.1NG090200, Pavir.1NG088800	Seita.1G050300	GRMZM2G105331
Sobic.004G079000	Bradi3g07047	LOC_Os02g10190	Pavir.1NG088900, Pavir.1NG090500	Seita.1G049900	GRMZM2G058739, GRMZM2G158729
Sobic.004G079100	Bradi3g07060	LOC_Os02g10200	Pavir.1NG090600, Pavir.1NG089000	Seita.1G049700, Seita.1G050100	GRMZM2G087719, GRMZM2G058866, GRMZM2G158838
Sobic.004G079200	Bradi3g07070	LOC_Os02g10220	Pavir.1NG089100, Pavir.1NG090700	Seita.1G049600	GRMZM2G075485, GRMZM2G129987
Sobic.004G079400	Bradi1g48826, Bradi4g09478, Bradi2g32740, Bradi4g22525, Bradi1g48635		Pavir.6KG153300		
Sobic.004G079500					
Sobic.004G079600					
Sobic.004G079700	Bradi3g07080	LOC_Os02g10230	Pavir.1NG091000, Pavir.1NG089400	Seita.1G049500	GRMZM2G050484
Sobic.004G079800	Bradi3g07090	LOC_Os02g10260	Pavir.1NG091300, Pavir.1KG102300	Seita.1G049400	GRMZM2G028005, GRMZM2G130064
Sobic.004G079900	Bradi3g07110	LOC_Os02g10290	Pavir.1NG089700	Seita.1G049200	GRMZM2G029951
Sobic.004G080000	Bradi3g07120	LOC_Os02g10300	Pavir.1NG091700, Pavir.1KG102800, Pavir.1NG089800	Seita.1G049100	GRMZM2G374375, GRMZM2G151755, GRMZM2G030265
Sobic.004G080100	Bradi3g07130	LOC_Os02g10310	Pavir.1NG089900, Pavir.1KG103400	Seita.1G049000	GRMZM2G029566, GRMZM2G093359
Sobic.004G080200	Bradi3g07140	LOC_Os02g10320	Pavir.1KG103500, Pavir.1NG090000	Seita.1G048900	GRMZM2G007757
Sobic.004G080300	Bradi3g07160	LOC_Os02g10360		Seita.1G048800	GRMZM2G143433
Sobic.004G080350				Seita.1G048600	
Sobic.004G080400	Bradi3g07170	LOC_Os02g10370	Pavir.1NG093800	Seita.1G048500	GRMZM2G070068, GRMZM2G030402
Sobic.004G080500	Bradi3g07180	LOC_Os02g10380	Pavir.1KG103900, Pavir.1NG093900	Seita.1G048400	GRMZM2G030542
Sobic.004G080600	Bradi3g07220	LOC_Os02g10440	Pavir.1KG104200		GRMZM2G081642
Sobic.004G080700					
Sobic.004G080800	Bradi3g07230	LOC_Os02g10470	Pavir.1KG104300, Pavir.1NG092900	Seita.1G048000	GRMZM2G142693, GRMZM2G155822
Sobic.004G080901	Bradi1g33570, Bradi1g33180, Bradi1g33370, Bradi1g33580, Bradi1g33600		Pavir.5KG214900, Pavir.J651000		GRMZM2G069863, AC199517.4_FGP006, AC199517.4_FGP001
Sobic.004G081000					AC194937.3_FGP004
Sobic.004G081100	Bradi3g07237	LOC_Os02g10480	Pavir.1NG093600, Pavir.1KG104600	Seita.1G047800	GRMZM2G138349
Sobic.004G081201			Pavir.7KG000400		
Sobic.004G081300					
Sobic.004G081400	Bradi3g07260	LOC_Os02g10490	Pavir.1NG096500, Pavir.1KG104700	Seita.1G047100	GRMZM2G107737
Sobic.004G081501	Bradi3g07275	LOC_Os02g10500	Pavir.1KG104800, Pavir.1NG096600	Seita.1G047000	
Sobic.004G081601					
Sobic.004G081701		LOC_Os07g38980, LOC_Os07g39000	Pavir.J335200, Pavir.J489300		
